"id","name","description","vibeTags","types","latitude","longitude","activityHours"
"83352560-f64f-48fc-ab76-983d975584d4","Lava Planet Vincom Thảo Điền","Là khu giải trí trong nhà công nghệ cao nằm trong Vincom Thảo Điền, mang vibe rất năng động – hiện đại, kiểu “vào chơi là vận động + tương tác liên tục”, hợp đi nhóm bạn hoặc gia đình. Menu ở đây không phải ăn uống mà là các trò chơi tương tác, LED floor, VR, game vận động, phù hợp cả trẻ em lẫn người lớn; giá theo kiểu nạp thẻ chơi game hoặc mua gói, chi phí tùy mức chơi nhưng khá linh hoạt.","{""Family Friendly"",Modern,Loud}","{Mall}","10.80235","106.74064","10:00 - 22:00"
"ChIJxTEzDEmtNTER9sPifbPhzDg","Vincom Mega Mall Royal City","Vincom Mega Mall Royal City là một trong những trung tâm thương mại và giải trí lớn, hiện đại bậc nhất Hà Nội. Không gian rộng rãi, thiết kế sang trọng theo phong cách châu Âu, rất phù hợp để mua sắm, ăn uống và vui chơi cuối tuần. Tại đây có rất nhiều thương hiệu thời trang, mỹ phẩm, điện tử cùng khu ẩm thực đa dạng từ món Việt đến quốc tế. Ngoài ra còn có rạp chiếu phim, sân trượt băng, công viên nước trong nhà và nhiều khu vui chơi cho trẻ em, rất phù hợp cho gia đình và nhóm bạn.
","{Bustling,Modern,Loud}","{shopping_mall,point_of_interest,establishment,Mall}","21.0021365","105.8151956","[""Monday: 10:00 AM – 10:00 PM"",""Tuesday: 10:00 AM – 10:00 PM"",""Wednesday: 10:00 AM – 10:00 PM"",""Thursday: 10:00 AM – 10:00 PM"",""Friday: 10:00 AM – 10:00 PM"",""Saturday: 9:30 AM – 10:00 PM"",""Sunday: 9:30 AM – 10:00 PM""]"
"ChIJp2DJycErdTERcN6QS8hAaz8","The Brown Coffee","Quán cafe núp hẻm, học bài yên tĩnh, view đẹp ngay Tô Ký, Quận 12. Quán có 2 khu vực, khu vực tầng trên máy lạnh, yên tĩnh để học bài chạy deadline, tầng dưới rộng rãi phù hợp trò chuyện nhóm bạn bè, người thân. Menu nước đa dạng từ 25K có bán kèm đồ ăn vặt","{Cozy,Chill,Quiet,Vintage,Minimalist,""Family Friendly""}","{coffee_shop,cafe,food_store,point_of_interest,store,food,establishment,Cafe,""Street Food"",Workspace}","10.8731349","106.6112822","[""Monday: 9:00 AM – 10:00 PM"",""Tuesday: 9:00 AM – 10:00 PM"",""Wednesday: 9:00 AM – 10:00 PM"",""Thursday: 9:00 AM – 10:00 PM"",""Friday: 9:00 AM – 10:00 PM"",""Saturday: 9:00 AM – 10:00 PM"",""Sunday: 9:00 AM – 10:00 PM""]"
"ChIJLdqfCwYpdTERHe9GR3p-jmg","Chay Mandala - Ẩm thực chay và Lẩu chay","Nhà hàng ẩm thực chay - lẩu chay được đánh giá cao nằm ngay đối diện cổng sau Tu viện Vĩnh Nghiêm, Quận 12. Các món chay được chế biến cầu kỳ, kết hợp nhiều nguyên liệu tự nhiên tạo nên hương vị đặc biệt. Menu đa dạng các món từ cơm đến món nước, lẩu. Lẩu chỉ từ 150K, phần khá lớn từ 2 - 3 người ăn. Giá rẻ, bình dân 100k - 300K, 2 người ăn no nê Không gian quán ấm cúng, dễ chịu, bàn ghế sạch sẽ, nhân viên thân thiện, cảm giác tách biệt hẳn với sự ồn ào bên ngoài.","{Cozy,Minimalist,Chill,Quiet,""Family Friendly""}","{vegetarian_restaurant,restaurant,food,point_of_interest,establishment,Restaurant}","10.8740995","106.6452835","[""Monday: 7:00 AM – 9:00 PM"",""Tuesday: 7:00 AM – 9:00 PM"",""Wednesday: 7:00 AM – 9:00 PM"",""Thursday: 7:00 AM – 9:00 PM"",""Friday: 7:00 AM – 9:00 PM"",""Saturday: 7:00 AM – 9:00 PM"",""Sunday: 7:00 AM – 9:00 PM""]"
"ChIJN11E4v8vdTER61xGb-mfLLg","Bún Thái A Tùng - Tô Hiến Thành","Quán bún Thái phù hợp ăn nhanh và đổi vị ở khu Tô Hiến Thành. Nước dùng chua cay đậm đà, topping đa dạng, phục vụ nhanh. Có hỗ trợ mang đi và giao hàng, chỗ đậu xe thuận tiện.","{Loud,""Family Friendly"",""Pet Friendly""}","{bistro,restaurant,point_of_interest,food,establishment,Bistro}","10.7809593","106.6694138","[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]"
"dd3ff28f-e357-407a-92da-8e6f421913b0","Maan Legend Neo Bistro","Là neo-bistro mang vibe “biệt thự nghệ thuật” giữa Thảo Điền, nổi bật với không gian rộng, sang và cực nhiều góc check-in kiểu nàng thơ. Menu thiên về cà phê, trà và các món ăn nhẹ pha chút Trung Đông – Âu, mức giá tầm trung, phù hợp vừa đi chill vừa trải nghiệm không gian. Quán thường đông vào buổi chiều và tối, đặc biệt cuối tuần; điểm đặc biệt là concept villa + art space khá khác biệt, kiểu vừa đi cafe vừa như đi triển lãm nhỏ.","{Romantic,Chill,Aesthetic,Outdoor,""Family Friendly""}","{Restaurant,Bistro,""Fine Dining""}","10.81576","106.72631","07:00 - 23:00"
"ChIJjcHiNM0rdTERVkf0L3wLquQ","MadameLy Spa - Gội Đầu Dưỡng Sinh & Massage","Spa gội đầu massage nổi tiếng khu vực Quận 12. Spa không gian thư giãn, chill. Kỹ thuật viên tay nghề cao, nhẹ nhàng, lịch sự, chu đáo. Spa có chuẩn bị welcome drink và món ăn nhẹ cuối mỗi buổi liệu trình. Có gói gội & massage tháng, thẻ tích điểm","{Chill,healing,Quiet,Vintage,Cozy,Relax}","{spa,point_of_interest,establishment,massage}","10.8637402","106.6130145","[""Monday: 10:00 AM – 8:30 PM"",""Tuesday: 10:00 AM – 8:30 PM"",""Wednesday: 10:00 AM – 8:30 PM"",""Thursday: 10:00 AM – 8:30 PM"",""Friday: 10:00 AM – 8:30 PM"",""Saturday: 10:00 AM – 8:30 PM"",""Sunday: 10:00 AM – 8:30 PM""]"
"ChIJaUx7VNmtNTERucSfHIajNEk","B59 Coffee","B59 Coffee là địa điểm rất phù hợp để tổ chức bonding, workshop và họp mặt nhóm từ 40–60 người. Không gian tầng 2 rộng rãi, sạch sẽ, có sân khấu, loa mic và máy chiếu hỗ trợ tốt cho sự kiện. Nhân viên quán nhiệt tình, hỗ trợ setup và dọn dẹp sau chương trình rất chu đáo. Đồ uống ngon, lên món nhanh, nhiều lựa chọn. Rất recommend cho các CLB, đội nhóm hoặc đơn vị cần không gian tổ chức event cỡ vừa.
","{Vintage,Chill,Modern}","{coffee_shop,cafe,food_store,food,store,point_of_interest,establishment,Cafe}","20.9996922","105.8186775","[""Monday: 7:00 AM – 11:00 PM"",""Tuesday: 7:00 AM – 11:00 PM"",""Wednesday: 7:00 AM – 11:00 PM"",""Thursday: 7:00 AM – 11:00 PM"",""Friday: 7:00 AM – 11:00 PM"",""Saturday: 7:00 AM – 11:00 PM"",""Sunday: 7:00 AM – 11:00 PM""]"
"ChIJzb9ag4OtNTERdsz8-WydsUk","Sam Rooftop Coffee","Quán cà phê với view cực chill, nhìn thẳng xuống tàu điện siêu đẹp và rất “ăn ảnh”. Không gian 3 tầng rộng rãi, đặc biệt có sân thượng siêu to, rất phù hợp để tổ chức sự kiện, họp nhóm hay sinh nhật. Nhiều góc ngồi thoải mái cùng khu check-in xịn, sáng – trưa – tối lên hình đều đẹp theo mỗi vibe riêng.","{Chill,Rooftop,Outdoor}","{cafe,food,point_of_interest,establishment,Cafe}","20.9984024","105.8125412","[ ""Monday: 8:00–0:00"", ""Tuesday: 8:00–0:00"", ""Wednesday: 8:00–0:00"", ""Thursday: 8:00–0:00"", ""Friday: 8:00–0:00"", ""Saturday: 8:00–0:00"", ""Sunday: 8:00–0:00"" ]"
"ChIJJbUW6PwrdTERR2ZgL5m2YkI","Ẩm Thực Chay Diệu Thiện","Nhà hàng Chay hot hit khu vực Quận 12, Hóc Môn. Chuyên bán các món chay và Buffet chay với menu nhiều món đa dạng, giá cả hợp lý. Quán có không gian rộng rãi, ấm cúng, thích hợp đi gia đình, bạn bè. Quán hơi đông vào những ngày rằm","{Bustling,Cozy,Outdoor,""Family Friendly""}","{restaurant,point_of_interest,food,establishment,Restaurant}","10.8521995","106.6043077","[""Monday: 6:00 AM – 9:00 PM"",""Tuesday: 6:00 AM – 9:00 PM"",""Wednesday: 6:00 AM – 9:00 PM"",""Thursday: 6:00 AM – 9:00 PM"",""Friday: 6:00 AM – 9:00 PM"",""Saturday: 6:00 AM – 9:00 PM"",""Sunday: 6:00 AM – 9:00 PM""]"
"ChIJy3tWuK7ZdDERKr7k7zSJiEQ","Javi Coffee","Không gian ấm cúng, thân thiện phù hợp học tập, làm việc hoặc sum họp gia đình tại Thủ Đức. Sở hữu cả khu vực trong nhà yên tĩnh và ngoài trời thoáng mát, thực đơn tập trung vào các thức uống đậm chất Việt. Thiết kế rộng rãi, tiện nghi và phù hợp cho mọi lứa tuổi từ sinh viên đến nhóm gia đình.","{Cozy,Chill,Romantic}","{Cafe}","10.85251066285027","106.77131","Cả ngày (06:00 - 22:00)"
"ChIJyVBDX32sNTERWF7ITQqdcrY","Air Force and Air Defense Museum","Exhibits showcasing Vietnam's air force, including 3,000+ artifacts & photos plus aircraft outside.","{Loud,""Family Friendly"",Outdoor}","{tourist_attraction,museum,point_of_interest,establishment,Workspace}","20.9995053","105.8292533","[""Monday: 8:00 – 11:00 AM, 1:00 – 4:00 PM"",""Tuesday: 8:00 – 11:00 AM, 1:00 – 4:00 PM"",""Wednesday: 8:00 – 11:00 AM, 1:00 – 4:00 PM"",""Thursday: 8:00 – 11:00 AM, 1:00 – 4:00 PM"",""Friday: Closed"",""Saturday: 8:00 – 11:00 AM, 1:00 – 4:00 PM"",""Sunday: 8:00 – 11:00 AM, 1:00 – 4:00 PM""]"
"ed17862c-af1b-4126-8c6a-0677f42fd198","HỦ TIẾU MÌ QUẢNG NGÃI","Quán ăn bình dân phù hợp ăn sáng và ăn trưa nhanh tại khu vực Linh Đông, Thủ Đức. Hương vị đặc trưng miền Trung, sợi mì dai ngon, topping đầy đặn với mức giá cực kỳ bình ổn. Không gian đơn giản, phục vụ nhanh nhẹn và gần gũi.","{""Family Friendly"",Minimalist}","{""Local Food""}","10.83883","106.7437","6:00 - 12:00, 17:00 - 22:00"
"cc563945-33e4-4ca3-a654-432149c1c9a5","Tartine Saigon","Là quán bakery – brunch kiểu Âu với vibe thoáng đãng, hiện đại và rất “Tây”, không gian mở nhiều cây xanh nên ngồi khá chill, hợp đi ăn sáng hoặc brunch ở Thảo Điền. Menu nổi bật với bánh sourdough, croissant, sandwich, trứng benedict, salad và cà phê, tất cả đều làm thủ công với nguyên liệu chất lượng; giá tầm trung. Quán thường đông vào buổi sáng và cuối tuần (giờ brunch), đặc biệt được yêu thích nhờ bánh mì chua chuẩn Âu và concept ăn uống “healthy – đơn giản nhưng ngon”.","{Cozy,Aesthetic,Vintage,""Family Friendly"",Chill}","{Cafe,Bakery}","10.81251","106.7295","07:00 - 22:00"
"ChIJpfxbbQAvdTERa4kVpFjC3pc","Truyền Thuyết ChamPong Quận 10 - 전설의 짬뽕 10군","Quán ăn chuyên món champon phù hợp ăn trưa và ăn tối ở quận 10. Phục vụ nhanh, menu đậm chất Hàn, phù hợp đi ăn một mình hoặc nhóm bạn. Có nhận đặt chỗ và chỗ đậu xe miễn phí.","{Loud,""Family Friendly"",""Pet Friendly"",Modern}","{korean_restaurant,restaurant,food,point_of_interest,establishment,Restaurant,""Fast Food"",""Fine Dining""}","10.7820479","106.6641617","[""Monday: 10:40 AM – 2:00 PM, 4:00 – 10:00 PM"",""Tuesday: 10:40 AM – 2:00 PM, 4:00 – 10:00 PM"",""Wednesday: 10:40 AM – 2:00 PM, 4:00 – 10:00 PM"",""Thursday: 10:40 AM – 2:00 PM, 4:00 – 10:00 PM"",""Friday: 10:40 AM – 2:00 PM, 4:00 – 10:00 PM"",""Saturday: 10:40 AM – 10:00 PM"",""Sunday: 10:40 AM – 10:00 PM""]"
"ChIJRdGNrHovdTERneVelCefBMY","KiKi Hotpot","Nhà hàng lẩu phù hợp ăn tối và tụ tập bạn bè ở khu quận 10. Không gian ấm cúng, menu lẩu đa dạng, có thêm bia và đồ uống đi kèm. Phù hợp đi nhóm hoặc sinh viên, có thể đặt chỗ trước.","{Loud,Modern,""Family Friendly"",""Pet Friendly""}","{hot_pot_restaurant,restaurant,food,point_of_interest,establishment,Restaurant,""Fine Dining""}","10.7756214","106.6677338","[""Monday: 10:00 AM – 11:00 PM"",""Tuesday: 10:00 AM – 11:00 PM"",""Wednesday: 10:00 AM – 11:00 PM"",""Thursday: 10:00 AM – 11:00 PM"",""Friday: 10:00 AM – 11:00 PM"",""Saturday: 10:00 AM – 11:00 PM"",""Sunday: 10:00 AM – 11:00 PM""]"
"c692a8a7-5655-4509-a500-c1413544dfee","The LIB coffee and books","Quán cà phê thư viên với không gian yên tĩnh lý tưởng để học tập và làm việc tập trung tại Thành phố Thủ Đức. Thiết kế 3 tầng riêng biệt với hai tầng đầu dành cho khách đọc sách, chạy deadline và tầng ba chuyên phục vụ workshop, sự kiện nhỏ. Điểm mạnh là bầu không khí yên bình như thư viện, cà phê ngon và trang bị đầy đủ tiện nghi cho người đi làm. Các ngày trong tuần thường rất yên tĩnh và hiệu quả.","{Cozy,Quiet,Romantic,""Family Friendly""}","{Cafe,bookcafe,book_coffee}","10.79215789351692","106.77866","Cả ngày (07:00 - 21:30)"
"365c4c79-601b-4826-807d-c83b0f63c946","Kashew Cheese Deli","Kashew Cheese Deli là quán cafe – deli thuần chay mang vibe xanh mát, chill nhẹ với không gian sân vườn rất dễ “ngồi lâu không chán” ở Thảo Điền. Menu xoay quanh các món plant-based như sandwich, pizza, salad và đặc biệt là phô mai làm từ hạt điều tự chế biến, giá tầm trung–cao nhưng chất lượng khá “đáng tiền”. Quán thường đông vào buổi sáng – giờ brunch và cuối tuần, nổi bật nhờ concept vegan rõ ràng, đồ ăn sáng tạo và cảm giác vừa healthy vừa “Tây Tây” rất khác biệt.","{Cozy,Chill,Aesthetic,Vintage,""Family Friendly""}","{Cafe,Bakery,""Dessert Shop""}","10.80355","106.73918","09:00 - 21:30"
"ChIJmV4XzEovdTER8DXdc59a_Qg","Nhà Hàng 56 - Quận 10 | Nhà Hàng Phòng VIP Quận 10","Nhà hàng phòng riêng phù hợp tụ họp nhóm, tiếp khách ở quận 10. Không gian ấm cúng, có phòng VIP riêng tư, phục vụ đa dạng món ăn kèm bia và rượu. Nhận đặt chỗ trước, phù hợp đi nhóm đông.","{Modern,""Family Friendly"",""Pet Friendly""}","{restaurant,point_of_interest,food,establishment,Restaurant}","10.7783589","106.6635301","Open 24/7"
"ChIJy1TjAs2tNTERzYX2jelF4KI","Pizza360 Royal City","Đồ ăn đa dạng, nổi bật là gà rán thơm ngon, tẩm ướp đậm vị và rất hấp dẫn. Pizza, pasta cùng các món chiên ăn kèm đều ổn, nhiều loại sốt chấm và sốt salad lạ miệng. Đồ uống và kem cũng khá phong phú, phù hợp cho những buổi đi ăn cùng bạn bè hoặc gia đình. Nhìn chung là trải nghiệm đáng thử với mức giá hợp lý.","{Loud}","{restaurant,food,point_of_interest,establishment,""Fast Food""}","21.0031749","105.8154535","[""Monday: 10:00 AM – 10:00 PM"",""Tuesday: 10:00 AM – 10:00 PM"",""Wednesday: 10:00 AM – 10:00 PM"",""Thursday: 10:00 AM – 10:00 PM"",""Friday: 10:00 AM – 10:00 PM"",""Saturday: 10:00 AM – 10:00 PM"",""Sunday: 10:00 AM – 10:00 PM""]"
"ChIJWbKnQZitNTER7DxPbK-XVJc","Nama Sushi Nguyễn Văn Lộc","Nhà hàng Sushi Nhật Bản phù hợp ăn trưa, ăn tối và đi nhóm tại khu Hà Đông. Không gian ấm cúng, yên tĩnh, có phòng riêng, phục vụ tại bàn, menu đa dạng có sushi, đồ ăn chay và rượu. Có nhận đặt bàn, chỗ đỗ xe miễn phí, phù hợp gia đình","{Quiet,Cozy,Upscale}","{japanese_restaurant,sushi_restaurant,family_restaurant,meal_takeaway,asian_restaurant,restaurant,food,point_of_interest,establishment,Restaurant}","20.9846072","105.7806789","[""Monday: Closed"",""Tuesday: Closed"",""Wednesday: Closed"",""Thursday: Closed"",""Friday: Closed"",""Saturday: Closed"",""Sunday: 10:00 AM – 1:30 PM, 5:00 – 9:30 PM""]"
"ChIJT5XCZQ0vdTER9th45-T1nuM","CƯ XÁ - trà bánh cà phê","Quán cafe trà bánh phù hợp học tập và làm việc ở khu quận 10. Không gian yên tĩnh, ấm cúng, có chỗ ngồi ngoài trời, cà phê và bánh ngọt đa dạng. Phù hợp ngồi lâu với laptop, có chỗ đậu xe thuận tiện.","{Chill,Quiet,Vintage,Outdoor,Rooftop,""Pet Friendly""}","{coffee_shop,cafe,point_of_interest,food_store,food,store,establishment,Bakery,Cafe,Workspace}","10.7821663","106.6629161","[""Monday: 7:00 AM – 10:00 PM"",""Tuesday: 7:00 AM – 10:00 PM"",""Wednesday: 7:00 AM – 10:00 PM"",""Thursday: 7:00 AM – 10:00 PM"",""Friday: 7:00 AM – 10:00 PM"",""Saturday: 7:00 AM – 10:00 PM"",""Sunday: 7:00 AM – 10:00 PM""]"
"ChIJqYU_9t0pdTERhzGa3034_yc","Vi Coffee (Rin Coffee & Tea)","Quán cafe mở cửa 24/7 với không gian vỉa hè rộng rãi và cực kỳ thoáng mát nằm trong hẻm đường Lê Đức Thọ. Thiết kế theo phong cách hiện đại, sử dụng ánh đèn vàng ấm cúng và có khu vực ngồi ngoài trời thoải mái; là địa điểm lý tưởng để tụ tập bạn bè tán gẫu xuyên đêm hoặc hóng gió trời. Menu tập trung vào các dòng cafe máy, trà trái cây và trà sữa với mức giá rất bình dân, phù hợp cho nhiều đối tượng khách hàng.","{Chill,Outdoor,Modern,Bustling}","{Cafe,Workspace}","10.8329424","106.6831553","[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]"
"ChIJQXg7wSKtNTER-EKYuee25bI","Phuc Long Coffee & Tea Vincom Royal City","Nhân viên tư vấn Combo nhiệt tình
- Không gian sáng, sạch sẽ, ồn ào mức vừa phải
- Đồ uống ngon","{Chill}","{coffee_shop,cafe,food_store,store,food,point_of_interest,establishment,Cafe}","21.0027074","105.8153467","[""Monday: 8:00 AM – 10:00 PM"",""Tuesday: 8:00 AM – 10:00 PM"",""Wednesday: 8:00 AM – 10:00 PM"",""Thursday: 8:00 AM – 10:00 PM"",""Friday: 8:00 AM – 10:00 PM"",""Saturday: 8:00 AM – 10:00 PM"",""Sunday: 8:00 AM – 10:00 PM""]"
"3ecbb443-998d-4079-9b32-bc743223dcbb","Bamos Coffee Thủ Đức - Cà phê 24h (Lã Xuân Oai)","Không gian cà phê phong cách Châu Âu cổ điển phù hợp check-in và thư giãn tại Thủ Đức. Diện tích siêu rộng với hồ cá và thác nước nhân tạo, thiết kế giữ nguyên nét biệt thự xưa, menu giá rẻ chỉ từ 35k. Thời gian gọi món và đi vệ sinh có thể phải chờ lâu do quán thường xuyên đông khách.","{Cozy,Romantic,Chill,Outdoor,""Live Music""}","{Cafe}","10.84508724000371","106.79244","Open 24/7"
